custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4974-FUBHDF-Z7L,Zone 3,1,Female,77,>65,May,15,Some college,Managerial and Professional,No,26,More than 15,Yes,11,2.4,Under $25,10.2,0.26,-1.36,0.87,-0.14,No,Highly satisfied,Unmarried,-1,Not married,1,2,0,2,0,0,0,0,0,Own,Mobile Home,57,More than 25,2,Own,Domestic,3.1,Economy,No,No,Car,Single occupancy,21,Yes,No,No,Yes,Yes,No,0,No,0,No,No response,Liberal,Yes,Yes,No,Visa,None,None,No,39,5,Discover,Other,1,No,30,More than 15,10,194.95,5,107.06,Yes,Oatmeal,72,No,89.45,4.49,6495.7,8.78,1,75.5,4.32,5310.55,8.58,No,0,#NULL!,0,#NULL!,Yes,40.75,3.71,2865,7.96,No,0,#NULL!,0,#NULL!,1,No,No,None,Yes,Yes,No,No,No,Yes,23,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
2525-OSULNV-0KS,Zone 5,3,Male,36,35-49,March,19,College degree,Managerial and Professional,Yes,3,2 to 5,No,30,3.4,$25 - $49,15.5,0.41,-0.88,4.24,1.44,No,Somewhat satisfied,Unmarried,-1,Not married,1,7,0,0,0,0,0,0,7,Own,Condominium/Townhouse,16,16 to 25,3,Own,Domestic,13.1,Economy,No,Yes,Car,Single occupancy,24,Yes,Yes,No,No,No,No,0,No,0,No,No response,Extremely liberal,Yes,Yes,Yes,American Express,None,Airline miles,No,10,3,Visa,None,Other,No,11,11 to 15,11,300.97,6,178.9,No,Cereal,37,No,6.7,1.9,233.85,5.45,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,No,No,No,Yes,15,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
4973-FHPBZQ-AAA,Zone 3,5,Male,55,50-64,December,14,High school degree,Service,No,23,More than 15,No,80,4.38,$75 - $124,6.5,0.03,-3.47,5.17,1.64,No,Highly satisfied,Unmarried,-1,Not married,1,9,2,0,0,0,0,0,7,Own,Condominium/Townhouse,27,More than 25,4,Own,Domestic,35,Standard,No,Yes,Car,Single occupancy,25,Yes,No,Yes,Yes,No,No,0,No,1,No,No response,Conservative,No,No,No,Visa,Other,Airline miles,Yes,21,5,Discover,Platinum,Cash back,No,17,More than 15,11,394.02,3,71.41,No,Energy bar,47,No,12.25,2.51,524.4,6.26,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,22.25,3.1,1000,6.91,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,Yes,Yes,No,Yes,25,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
4726-RQKGNB-WAK,Zone 2,2,Female,60,50-64,March,18,College degree,Managerial and Professional,No,13,11 to 15,No,51,3.93,$50 - $74,7.8,1.21,0.19,2.77,1.02,No,Highly satisfied,Married,13,High school degree,2,2,2,0,0,0,0,0,0,Rent,Multiple-Family,27,More than 25,2,Own,Domestic,25.2,Standard,No,Yes,Car,Single occupancy,26,Yes,No,Yes,Yes,No,No,0,No,0,No,No response,Conservative,Yes,Yes,No,Discover,Gold,Cash back,No,38,5,Visa,Other,Airline miles,Yes,29,More than 15,9,112.47,2,44.52,Yes,Cereal,71,No,36.35,3.59,2586.85,7.86,1,51.25,3.94,3624.85,8.2,Yes,55.15,4.01,4064.25,8.31,Yes,28.5,3.35,2090,7.64,Yes,55.8,4.02,3819.5,8.25,1,Yes,Yes,Other,No,No,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
6592-QBSENI-6Y4,Zone 1,1,Female,59,50-64,February,8,Did not complete high school,Sales and Office,Yes,4,2 to 5,No,30,3.4,$25 - $49,2.8,0.26,-1.34,0.58,-0.55,No,Highly satisfied,Married,10,Did not complete high school,4,1,0,1,0,0,0,0,0,Rent,Multiple-Family,6,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,15,No,No,No,Yes,No,No,0,No,0,No,No response,Moderate,Yes,Yes,No,Visa,None,None,Yes,2,2,American Express,Gold,Cash back,Yes,1,Less than 2,11,342.17,4,101.97,No,Energy bar,3,No,5.5,1.7,19.35,2.96,1,19.75,2.98,52.6,3.96,No,0,#NULL!,0,#NULL!,Yes,30,3.4,45,3.81,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,29,Yes,Yes,No,No,No,No,No,No,No,No,No,No
5538-DRGHIE-PF0,Zone 1,1,Male,28,25-34,October,11,Did not complete high school,Sales and Office,Yes,1,Less than 2,No,17,2.83,Under $25,8.2,0.15,-1.89,1.24,0.22,Yes,Somewhat dissatisfied,Married,14,High school degree,6,1,1,0,0,0,0,0,0,Rent,Single-family,5,4 to 7,3,Own,Domestic,8.2,Economy,No,No,Car,Single occupancy,23,Yes,No,No,No,No,No,0,No,0,No,No response,Slightly conservative,Yes,No,Yes,Mastercard,None,Cash back,No,7,3,Other,Other,1,No,6,6 to 10,10,381.14,2,73.22,Yes,Cereal,16,No,7.85,2.06,116.3,4.76,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,Yes,No,No,Yes,30,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3550-PQUPPM-42T,Zone 3,3,Male,53,50-64,August,20,Post-undergraduate degree,Sales and Office,No,11,11 to 15,No,141,4.95,$125+,9.9,9.59,2.26,4.37,1.47,No,Highly satisfied,Married,17,College degree,3,1,0,1,0,0,0,0,0,Own,Single-family,20,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Telecommute,Telecommute,23,No,Yes,No,No,No,No,0,Yes,0,Yes,No response,Conservative,Yes,Yes,Yes,Discover,Gold,None,No,13,4,American Express,Other,Airline miles,No,8,6 to 10,11,445.9,3,198.77,No,Cereal,36,Yes,3.4,1.22,122,4.8,1,29,3.37,1042.4,6.95,Yes,49.25,3.9,1693.6,7.43,Yes,22.25,3.1,790,6.67,Yes,61.25,4.11,2209.2,7.7,1,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9809-NBCXAS-1RB,Zone 4,5,Male,36,35-49,August,12,High school degree,Sales and Office,No,5,2 to 5,No,45,3.81,$25 - $49,8.3,0.89,-0.12,2.85,1.05,Yes,Somewhat satisfied,Unmarried,-1,Not married,2,3,0,0,3,0,0,0,0,Rent,Multiple-Family,6,4 to 7,3,Own,Domestic,21.2,Standard,Yes,No,Car,Single occupancy,26,Yes,No,No,Yes,No,No,0,Yes,1,No,Prices,Liberal,Yes,No,Yes,Discover,None,None,No,13,4,American Express,None,Cash back,No,11,11 to 15,13,461.15,9,305.7,No,Cereal,38,No,6.75,1.91,244.7,5.5,0,0,#NULL!,0,#NULL!,Yes,27.4,3.31,1123.6,7.02,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,No,No,No,No,Yes,Yes,29,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
8733-EDAXNE-8DV,Zone 3,1,Male,47,35-49,February,20,Post-undergraduate degree,"Precision Production, Craft, Repair",No,17,More than 15,No,137,4.92,$125+,13.7,3.3,1.19,15.47,2.74,No,Somewhat satisfied,Married,19,College degree,2,2,2,0,0,0,0,0,0,Own,Single-family,20,16 to 25,1,Own,Import,78.1,Luxury,No,No,Walk,Non-motorized,21,No,No,Yes,No,No,No,0,Yes,0,No,Prices,Extremely conservative,No,Yes,Yes,American Express,Other,None,No,29,5,Discover,Gold,Airline miles,No,27,More than 15,8,416.12,8,558.23,No,Cereal,69,No,22.05,3.09,1473.3,7.3,0,0,#NULL!,0,#NULL!,Yes,44.85,3.8,2973,8,Yes,28.25,3.34,1885,7.54,Yes,36.45,3.6,2475.25,7.81,1,Yes,Yes,Cable modem,No,Yes,No,No,Yes,Yes,22,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
8170-YHWTSQ-825,Zone 5,2,Male,75,>65,April,11,Did not complete high school,Sales and Office,No,2,2 to 5,Yes,10,2.3,Under $25,2.4,0.04,-3.25,0.2,-1.6,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,1,1,0,0,0,0,0,0,Rent,Multiple-Family,35,More than 25,1,Own,Domestic,4.9,Economy,Yes,No,Train/Subway,Public transportation,24,No,No,No,Yes,Yes,Yes,0,No,0,No,No response,Slightly liberal,No,No,No,Discover,Platinum,Other,No,23,5,Visa,Gold,Cash back,No,15,11 to 15,17,197.27,4,65.47,No,Oatmeal,46,No,19.8,2.99,884.75,6.79,1,24.75,3.21,1058,6.96,No,0,#NULL!,0,#NULL!,Yes,14,2.64,640,6.46,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,21,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
1144-GVCZDP-8DV,Zone 2,3,Female,49,35-49,February,22,Post-undergraduate degree,Managerial and Professional,Yes,3,2 to 5,No,73,4.29,$50 - $74,9.2,1.44,0.36,5.28,1.66,No,Neutral,Married,20,Post-undergraduate degree,5,13,2,0,0,0,0,0,11,Own,Single-family,20,16 to 25,1,Own,Import,33.9,Standard,Yes,No,Train/Subway,Public transportation,19,No,No,No,Yes,Yes,No,0,Yes,0,No,No response,Moderate,No,No,Yes,Discover,Other,Airline miles,Yes,13,4,Visa,Platinum,Airline miles,No,13,11 to 15,4,78.22,1,21.39,Yes,Energy bar,31,Yes,7,1.95,238,5.47,1,19.5,2.97,598.55,6.39,Yes,57.25,4.05,1740.25,7.46,No,0,#NULL!,0,#NULL!,Yes,62.3,4.13,1879.25,7.54,1,Yes,Yes,Other,No,No,No,No,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
8846-JJEGFU-I69,Zone 1,1,Female,59,50-64,May,13,High school degree,Managerial and Professional,No,15,11 to 15,No,63,4.14,$50 - $74,6,0.59,-0.52,3.19,1.16,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,25,16 to 25,1,Own,Domestic,36.2,Standard,Yes,No,Car,Single occupancy,16,Yes,No,Yes,No,No,No,0,No,0,No,No response,Moderate,Yes,No,No,Discover,Gold,Airline miles,No,13,4,Mastercard,Platinum,Other,No,15,11 to 15,9,283.59,3,155.47,No,Energy bar,41,No,13,2.56,479,6.17,1,19.25,2.96,775.6,6.65,No,0,#NULL!,0,#NULL!,Yes,9,2.2,330,5.8,Yes,19.35,2.96,764.35,6.64,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
4226-TEHKPJ-GKG,Zone 1,2,Female,55,50-64,September,12,High school degree,Service,No,10,6 to 10,No,50,3.91,$50 - $74,5.1,1.09,0.08,1.46,0.38,No,Somewhat dissatisfied,Married,11,Did not complete high school,3,0,0,0,0,0,0,0,0,Own,Single-family,32,More than 25,2,Own,Domestic,31.8,Standard,No,No,Car,Single occupancy,21,Yes,No,No,No,No,No,0,No,0,No,No response,Moderate,Yes,No,No,American Express,None,Airline miles,No,22,5,Mastercard,None,Other,No,15,11 to 15,11,501.11,2,63.31,No,Oatmeal,49,No,9.3,2.23,465.5,6.14,1,53.5,3.98,2663.3,7.89,No,0,#NULL!,0,#NULL!,Yes,42,3.74,2060,7.63,No,0,#NULL!,0,#NULL!,0,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,29,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
9714-LCYJJB-SCS,Zone 5,2,Male,25,25-34,April,14,High school degree,Managerial and Professional,No,1,Less than 2,No,50,3.91,$50 - $74,10.5,1.22,0.2,4.03,1.39,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,5,1,0,1,0,0,0,0,0,Rent,Multiple-Family,3,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Walk,Non-motorized,15,No,No,No,No,Yes,No,0,Yes,0,No,No response,Slightly conservative,No,No,Yes,Discover,Other,Other,No,7,3,Visa,None,1,No,7,6 to 10,11,391.97,4,166.43,Yes,Energy bar,46,No,14.45,2.67,659.35,6.49,0,0,#NULL!,0,#NULL!,Yes,29.75,3.39,1319.5,7.19,Yes,26.5,3.28,1150,7.05,No,0,#NULL!,0,#NULL!,1,Yes,No,DSL,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
2866-TTOTKL-TA7,Zone 5,4,Male,78,>65,September,11,Did not complete high school,Service,No,30,More than 15,Yes,28,3.33,$25 - $49,9.8,1.64,0.49,1.11,0.1,No,Highly satisfied,Married,15,Some college,2,9,0,0,0,0,0,0,9,Rent,Condominium/Townhouse,36,More than 25,2,Own,Domestic,15.8,Economy,Yes,No,Bus,Public transportation,34,No,No,Yes,Yes,No,No,0,No,0,Yes,Convenience,Moderate,No,Yes,Yes,Visa,Platinum,Cash back,No,14,4,Other,None,1,Yes,12,11 to 15,5,163.72,7,227.41,No,Oatmeal,31,No,5,1.61,133.35,4.89,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,10.75,2.37,295,5.69,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Yes,1,No,No
7217-UECHSF-PCR,Zone 1,1,Female,48,35-49,November,11,Did not complete high school,Sales and Office,No,2,2 to 5,No,23,3.14,Under $25,18.7,2.05,0.72,2.25,0.81,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,2,9,0,0,0,2,0,0,7,Own,Condominium/Townhouse,22,16 to 25,2,Own,Domestic,9.3,Economy,No,No,Car,Single occupancy,23,Yes,No,Yes,No,No,No,0,No,0,No,No response,Slightly conservative,No,No,No,Other,Platinum,Cash back,No,11,4,Mastercard,Gold,1,No,10,6 to 10,11,268.09,5,83.11,Yes,Cereal,23,No,6.5,1.87,169.8,5.13,1,34.75,3.55,763.75,6.64,No,0,#NULL!,0,#NULL!,Yes,15.75,2.76,345,5.84,Yes,19.7,2.98,387.9,5.96,0,No,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,28,Yes,Yes,Yes,No,Yes,No,No,No,No,1,No,Yes
0197-AMEAYR-851,Zone 5,1,Male,47,35-49,August,19,College degree,Sales and Office,No,1,Less than 2,No,75,4.32,$75 - $124,2.2,0.1,-2.28,1.55,0.44,No,Somewhat satisfied,Married,21,Post-undergraduate degree,2,6,0,0,0,0,0,0,6,Rent,Multiple-Family,24,16 to 25,1,Own,Import,46.1,Luxury,Yes,No,Carpool,Multiple occupancy,22,No,No,Yes,No,No,No,0,No,0,No,Prices,Slightly liberal,No,No,Yes,American Express,None,Other,No,15,4,Discover,Other,Other,No,12,11 to 15,14,333.68,5,136.67,No,Cereal,21,Yes,6.15,1.82,141.25,4.95,0,0,#NULL!,0,#NULL!,Yes,26.35,3.27,516.3,6.25,Yes,13.75,2.62,290,5.67,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
1743-WAHPKT-DNW,Zone 5,1,Male,75,>65,February,10,Did not complete high school,Sales and Office,No,11,11 to 15,No,28,3.33,$25 - $49,3.3,0.39,-0.93,0.53,-0.64,No,Somewhat dissatisfied,Married,10,Did not complete high school,2,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,13,8 to 15,1,Own,Domestic,13.8,Economy,No,No,Bus,Public transportation,20,No,No,No,Yes,No,No,0,Yes,0,No,No response,Conservative,Yes,Yes,No,American Express,Gold,Cash back,No,3,2,Mastercard,Gold,Other,No,6,6 to 10,10,453.52,6,163.55,No,Oatmeal,16,No,4.3,1.46,75,4.32,1,22.5,3.11,368.3,5.91,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,No,No,No,Yes,12,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No
9840-VEWFQZ-W5V,Zone 3,1,Female,43,35-49,August,19,College degree,Sales and Office,No,4,2 to 5,No,33,3.5,$25 - $49,12.6,2.12,0.75,2.04,0.71,No,Highly dissatisfied,Married,20,Post-undergraduate degree,2,5,0,0,0,0,0,0,5,Own,Condominium/Townhouse,11,8 to 15,1,Own,Import,17.2,Economy,No,No,Car,Single occupancy,22,Yes,No,Yes,No,No,No,0,No,0,No,No response,Moderate,Yes,No,Yes,Discover,None,Airline miles,Yes,9,3,American Express,Gold,Airline miles,No,3,2 to 5,14,272.44,9,253.58,Yes,Energy bar,27,No,6.65,1.89,201.55,5.31,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No
6203-JLXPIJ-YQZ,Zone 5,5,Male,45,35-49,December,10,Did not complete high school,"Operation, Fabrication, General Labor",No,15,11 to 15,No,44,3.78,$25 - $49,13.6,0.99,-0.01,5,1.61,No,Somewhat dissatisfied,Married,9,Did not complete high school,5,1,1,0,0,0,0,0,0,Own,Single-family,25,16 to 25,1,Own,Import,30.9,Standard,Yes,No,Walk,Non-motorized,39,Yes,No,Yes,Yes,Yes,No,0,Yes,0,No,No response,Slightly conservative,Yes,No,No,Mastercard,Gold,Cash back,Yes,27,5,Visa,Platinum,Other,Yes,20,More than 15,9,283.72,2,54.74,Yes,Energy bar,62,No,16.15,2.78,1016.85,6.92,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,28.25,3.34,1730,7.46,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,13,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
4166-WEDNXN-5RK,Zone 5,4,Male,21,18-24,December,16,Some college,Service,No,0,Less than 2,No,31,3.43,$25 - $49,9.2,0.77,-0.26,2.08,0.73,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,6,1,0,0,2,0,0,3,Rent,Multiple-Family,1,Less than 3,2,Own,Domestic,16,Economy,Yes,No,Train/Subway,Public transportation,25,No,Yes,No,Yes,Yes,No,0,No,0,No,No response,Conservative,No,Yes,Yes,Discover,Platinum,None,No,3,2,Mastercard,None,1,No,2,2 to 5,9,196.56,3,89.2,Yes,Energy bar,13,No,4.75,1.56,47.55,3.86,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,Yes,No,No,1,No,No
4643-WSLHBV-DM5,Zone 2,1,Male,53,50-64,December,21,Post-undergraduate degree,Service,No,19,More than 15,No,284,5.65,$125+,9.4,15.46,2.74,11.24,2.42,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,1,2,0,0,2,0,0,0,0,Own,Single-family,25,16 to 25,2,Own,Domestic,92.4,Luxury,No,No,Car,Single occupancy,29,Yes,No,No,No,No,No,0,No,0,Yes,No response,Conservative,Yes,No,Yes,Discover,None,Airline miles,Yes,30,5,Visa,None,Cash back,No,18,More than 15,12,1010.34,5,285.59,No,Oatmeal,48,No,13.35,2.59,661.55,6.49,1,45,3.81,2199.2,7.7,No,0,#NULL!,0,#NULL!,Yes,13.75,2.62,540,6.29,Yes,57.05,4.04,2716.6,7.91,1,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1441-JNZRPW-8KQ,Zone 3,3,Female,30,25-34,December,13,High school degree,"Operation, Fabrication, General Labor",No,8,6 to 10,No,49,3.89,$25 - $49,2.1,0.19,-1.64,0.84,-0.18,No,Somewhat satisfied,Unmarried,-1,Not married,1,2,2,0,0,0,0,0,0,Own,Mobile Home,3,4 to 7,3,Own,Domestic,28.8,Standard,No,No,Bus,Public transportation,34,Yes,No,No,Yes,Yes,No,0,No,0,No,No response,Moderate,No,No,Yes,Visa,Platinum,Other,Yes,2,2,Mastercard,Gold,Airline miles,Yes,2,2 to 5,12,221.56,6,133.45,No,Energy bar,3,Yes,4.05,1.4,11.15,2.41,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
5811-BKUTYY-F7I,Zone 2,1,Female,58,50-64,May,19,College degree,"Operation, Fabrication, General Labor",No,18,More than 15,Yes,15,2.71,Under $25,7.6,0.08,-2.47,1.06,0.05,No,Highly satisfied,Unmarried,-1,Not married,1,4,0,0,0,0,0,0,4,Rent,Multiple-Family,11,8 to 15,1,Own,Import,9.2,Economy,No,No,Carpool,Multiple occupancy,20,No,No,Yes,No,No,No,0,Yes,0,Yes,No response,Moderate,No,No,Yes,Mastercard,None,Cash back,No,19,5,Discover,Other,Airline miles,Yes,10,6 to 10,4,65.08,6,57.7,No,Cereal,42,No,16.55,2.81,710.95,6.57,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,30.75,3.43,1270,7.15,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,Yes,No,Yes,No,Yes,16,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
0926-OZQUQX-GXA,Zone 2,2,Male,35,35-49,January,11,Did not complete high school,Managerial and Professional,Yes,5,2 to 5,No,17,2.83,Under $25,2.3,0.25,-1.37,0.14,-1.99,Yes,Somewhat dissatisfied,Married,9,Did not complete high school,4,4,0,0,0,0,0,0,4,Own,Single-family,11,8 to 15,1,Own,Import,11.4,Economy,No,No,Walk,Non-motorized,24,No,No,No,No,No,No,0,Yes,0,No,No response,Moderate,No,No,No,Discover,Platinum,Other,Yes,17,5,Mastercard,None,1,No,17,More than 15,12,192.19,8,153.43,Yes,Energy bar,48,No,12.9,2.56,555.75,6.32,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,10,2.3,515,6.24,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,Yes,No,No,Yes,26,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
5007-HXEVVL-NW5,Zone 3,2,Female,48,35-49,August,14,High school degree,Managerial and Professional,No,14,11 to 15,No,83,4.42,$75 - $124,11.3,4.82,1.57,4.56,1.52,No,Neutral,Married,13,High school degree,2,7,0,1,0,0,0,0,6,Own,Condominium/Townhouse,21,16 to 25,1,Own,Import,36,Standard,No,Yes,Carpool,Multiple occupancy,26,Yes,No,Yes,No,No,No,1,No,0,No,Service,Moderate,Yes,No,No,Discover,None,Other,No,12,4,Mastercard,Gold,Other,Yes,9,6 to 10,8,220.46,2,73.36,Yes,Cereal,37,No,5.6,1.72,221.2,5.4,1,24,3.18,885.9,6.79,Yes,49.85,3.91,1886.7,7.54,Yes,33,3.5,1120,7.02,Yes,50,3.91,1710.15,7.44,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
8101-YOBRYX-REF,Zone 3,3,Female,57,50-64,April,15,Some college,Managerial and Professional,No,8,6 to 10,No,82,4.41,$75 - $124,34.2,1.12,0.11,26.92,3.29,Yes,Highly satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,23,16 to 25,4,Own,Import,53.2,Luxury,Yes,No,Car,Single occupancy,18,Yes,No,Yes,No,No,No,0,Yes,0,No,Convenience,Slightly conservative,No,No,No,Mastercard,Platinum,None,No,9,3,Other,Other,Other,No,5,2 to 5,12,371.81,2,100.91,Yes,Oatmeal,18,No,5.75,1.75,107.95,4.68,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,21,3.04,351.7,5.86,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
8267-UTARFV-TZK,Zone 4,1,Female,61,50-64,April,20,Post-undergraduate degree,Service,No,11,11 to 15,No,62,4.13,$50 - $74,2.3,0.54,-0.62,0.89,-0.12,No,Somewhat satisfied,Married,18,College degree,4,2,0,2,0,0,0,0,0,Own,Single-family,9,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Other public transit,Public transportation,23,No,Yes,No,No,No,Yes,0,No,0,No,No response,Slightly conservative,No,No,Yes,American Express,Other,Cash back,Yes,12,4,Discover,None,Cash back,No,10,6 to 10,10,415.8,9,378.38,Yes,Oatmeal,30,Yes,5.6,1.72,174.05,5.16,1,28.25,3.34,793.05,6.68,No,0,#NULL!,0,#NULL!,Yes,12.75,2.55,330,5.8,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
4432-KMTQXO-788,Zone 5,4,Female,56,50-64,April,19,College degree,Managerial and Professional,No,6,6 to 10,No,138,4.93,$125+,7,4.47,1.5,5.19,1.65,No,Somewhat satisfied,Married,15,Some college,2,0,0,0,0,0,0,0,0,Rent,Multiple-Family,23,16 to 25,5,Own,Domestic,67.8,Luxury,Yes,No,Car,Single occupancy,19,Yes,No,No,No,No,No,0,No,0,No,No response,Moderate,No,No,Yes,Discover,Platinum,None,No,35,5,American Express,None,Other,Yes,26,More than 15,10,693.8,7,325.96,Yes,Cereal,66,No,22.05,3.09,1442.05,7.27,1,42.75,3.76,2678,7.89,Yes,48.05,3.87,3054.8,8.02,Yes,32.25,3.47,2120,7.66,Yes,60.5,4.1,4054.25,8.31,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
